YEAR,STATE,EDU_LEVEL,EDU_LEVEL_COUNT
2014,Minnesota,Kindergarten,8
2014,Minnesota,Master's degree,101
2014,Minnesota,Middle School,43
2014,Minnesota,Pre-School,335
2014,Minnesota,Professional school degree,14
2014,Minnesota,Some college but no degree,175
2014,Mississippi,Associate degree in college,49
2014,Mississippi,Bachelor's degree,67
2014,Mississippi,Doctorate degree,2
2014,Mississippi,Elementary,13
2014,Mississippi,High School,78
2014,Mississippi,High school graduate,160
2014,Mississippi,Kindergarten,1
2014,Mississippi,Master's degree,26
2014,Mississippi,Middle School,41
2014,Mississippi,Pre-School,134
2014,Mississippi,Professional school degree,5
2014,Mississippi,Some college but no degree,79
2014,Missouri,Associate degree in college,79
2014,Missouri,Bachelor's degree,137
2014,Missouri,Doctorate degree,8
2014,Missouri,Elementary,7
2014,Missouri,High School,71
2014,Missouri,High school graduate,236
2014,Missouri,Kindergarten,1
2014,Missouri,Master's degree,52
2014,Missouri,Middle School,55
2014,Missouri,Pre-School,260
2014,Missouri,Professional school degree,8
2014,Missouri,Some college but no degree,149
2014,Montana,Associate degree in college,24
2014,Montana,Bachelor's degree,92
2014,Montana,Doctorate degree,5
2014,Montana,Elementary,1
2014,Montana,High School,30
2014,Montana,High school graduate,133
2014,Montana,Master's degree,20
2014,Montana,Middle School,18
2014,Montana,Pre-School,136
2014,Montana,Professional school degree,3
2014,Montana,Some college but no degree,81
2014,Nebraska,Associate degree in college,81
2014,Nebraska,Bachelor's degree,132
2014,Nebraska,Doctorate degree,11
2014,Nebraska,Elementary,8
2014,Nebraska,High School,58
2014,Nebraska,High school graduate,175
2014,Nebraska,Master's degree,35
2014,Nebraska,Middle School,44
2014,Nebraska,Pre-School,203
2014,Nebraska,Professional school degree,4
2014,Nebraska,Some college but no degree,116
2014,Nevada,Associate degree in college,67
2014,Nevada,Bachelor's degree,101
2014,Nevada,Doctorate degree,13
2014,Nevada,Elementary,20
2014,Nevada,High School,59
2014,Nevada,High school graduate,191
2014,Nevada,Kindergarten,1
2014,Nevada,Master's degree,33
2014,Nevada,Middle School,37
2014,Nevada,Pre-School,220
2014,Nevada,Professional school degree,11
2014,Nevada,Some college but no degree,139
2014,New Hampshire,Associate degree in college,102
2014,New Hampshire,Bachelor's degree,207
2014,New Hampshire,Doctorate degree,15
2014,New Hampshire,Elementary,3
2014,New Hampshire,High School,74
2014,New Hampshire,High school graduate,246
2014,New Hampshire,Kindergarten,3
2014,New Hampshire,Master's degree,67
2014,New Hampshire,Middle School,38
2014,New Hampshire,Pre-School,233
2014,New Hampshire,Professional school degree,10
2014,New Hampshire,Some college but no degree,148
2014,New Jersey,Associate degree in college,60
2014,New Jersey,Bachelor's degree,218
2014,New Jersey,Doctorate degree,13
2014,New Jersey,Elementary,17
2014,New Jersey,High School,97
2014,New Jersey,High school graduate,248
2014,New Jersey,Kindergarten,2
2014,New Jersey,Master's degree,92
2014,New Jersey,Middle School,45
2014,New Jersey,Pre-School,215
2014,New Jersey,Professional school degree,16
2014,New Jersey,Some college but no degree,113
2014,New Mexico,Associate degree in college,35
2014,New Mexico,Bachelor's degree,53
2014,New Mexico,Doctorate degree,5
2014,New Mexico,Elementary,10
2014,New Mexico,High School,40
2014,New Mexico,High school graduate,99
2014,New Mexico,Master's degree,27
2014,New Mexico,Middle School,17
2014,New Mexico,Pre-School,97
2014,New Mexico,Professional school degree,2
2014,New Mexico,Some college but no degree,66
2014,New York,Associate degree in college,161
2014,New York,Bachelor's degree,382
2014,New York,Doctorate degree,30
2014,New York,Elementary,54
2014,New York,High School,176
2014,New York,High school graduate,475
2014,New York,Kindergarten,12
2014,New York,Master's degree,197
2014,New York,Middle School,112
2014,New York,Pre-School,540
2014,New York,Professional school degree,23
2014,New York,Some college but no degree,293
2014,North Carolina,Associate degree in college,94
2014,North Carolina,Bachelor's degree,144
2014,North Carolina,Doctorate degree,8
2014,North Carolina,Elementary,20
2014,North Carolina,High School,100
2014,North Carolina,High school graduate,309
2014,North Carolina,Kindergarten,2
2014,North Carolina,Master's degree,54
2014,North Carolina,Middle School,66
2014,North Carolina,Pre-School,288
2014,North Carolina,Professional school degree,11
2014,North Carolina,Some college but no degree,175
2014,North Dakota,Associate degree in college,92
2014,North Dakota,Bachelor's degree,110
2014,North Dakota,Doctorate degree,6
2014,North Dakota,Elementary,4
2014,North Dakota,High School,25
2014,North Dakota,High school graduate,147
2014,North Dakota,Kindergarten,1
2014,North Dakota,Master's degree,24
2014,North Dakota,Middle School,27
2014,North Dakota,Pre-School,161
2014,North Dakota,Professional school degree,8
2014,North Dakota,Some college but no degree,98
2014,Ohio,Associate degree in college,128
2014,Ohio,Bachelor's degree,196
2014,Ohio,Doctorate degree,11
2014,Ohio,Elementary,7
2014,Ohio,High School,105
2014,Ohio,High school graduate,412
2014,Ohio,Kindergarten,2
2014,Ohio,Master's degree,76
2014,Ohio,Middle School,86
2014,Ohio,Pre-School,386
2014,Ohio,Professional school degree,14
2014,Ohio,Some college but no degree,218
2014,Oklahoma,Associate degree in college,48
2014,Oklahoma,Bachelor's degree,89
2014,Oklahoma,Doctorate degree,5
2014,Oklahoma,Elementary,2
2014,Oklahoma,High School,60
2014,Oklahoma,High school graduate,167
2014,Oklahoma,Kindergarten,3
2014,Oklahoma,Master's degree,25
2014,Oklahoma,Middle School,29
2014,Oklahoma,Pre-School,173
2014,Oklahoma,Professional school degree,3
2014,Oklahoma,Some college but no degree,107
2014,Oregon,Associate degree in college,71
2014,Oregon,Bachelor's degree,142
2014,Oregon,Doctorate degree,13
2014,Oregon,Elementary,13
2014,Oregon,High School,59
2014,Oregon,High school graduate,195
2014,Oregon,Kindergarten,3
2014,Oregon,Master's degree,39
2014,Oregon,Middle School,42
2014,Oregon,Pre-School,230
2014,Oregon,Professional school degree,7
2014,Oregon,Some college but no degree,136
2014,Pennsylvania,Associate degree in college,114
2014,Pennsylvania,Bachelor's degree,256
2014,Pennsylvania,Doctorate degree,13
2014,Pennsylvania,Elementary,10
2014,Pennsylvania,High School,106
2014,Pennsylvania,High school graduate,470
2014,Pennsylvania,Kindergarten,1
2014,Pennsylvania,Master's degree,89
2014,Pennsylvania,Middle School,75
2014,Pennsylvania,Pre-School,370
2014,Pennsylvania,Professional school degree,20
2014,Pennsylvania,Some college but no degree,192
2014,Rhode Island,Associate degree in college,69
2014,Rhode Island,Bachelor's degree,110
2014,Rhode Island,Doctorate degree,12
2014,Rhode Island,Elementary,11
2014,Rhode Island,High School,75
2014,Rhode Island,High school graduate,140
2014,Rhode Island,Kindergarten,1
2014,Rhode Island,Master's degree,75
2014,Rhode Island,Middle School,42
2014,Rhode Island,Pre-School,156
2014,Rhode Island,Professional school degree,9
2014,Rhode Island,Some college but no degree,104
2014,South Carolina,Associate degree in college,61
2014,South Carolina,Bachelor's degree,91
2014,South Carolina,Doctorate degree,5
2014,South Carolina,Elementary,7
2014,South Carolina,High School,66
2014,South Carolina,High school graduate,200
2014,South Carolina,Kindergarten,1
2014,South Carolina,Master's degree,41
2014,South Carolina,Middle School,37
2014,South Carolina,Pre-School,171
2014,South Carolina,Professional school degree,4
2014,South Carolina,Some college but no degree,102
2014,South Dakota,Associate degree in college,79
2014,South Dakota,Bachelor's degree,136
2014,South Dakota,Doctorate degree,14
2014,South Dakota,Elementary,4
2014,South Dakota,High School,58
2014,South Dakota,High school graduate,191
2014,South Dakota,Kindergarten,2
2014,South Dakota,Master's degree,38
2014,South Dakota,Middle School,39
2014,South Dakota,Pre-School,254
2014,South Dakota,Professional school degree,5
2014,South Dakota,Some college but no degree,114
2014,Tennessee,Associate degree in college,59
2014,Tennessee,Bachelor's degree,106
2014,Tennessee,Doctorate degree,7
2014,Tennessee,Elementary,14
2014,Tennessee,High School,70
2014,Tennessee,High school graduate,201
2014,Tennessee,Kindergarten,1
2014,Tennessee,Master's degree,47
2014,Tennessee,Middle School,60
2014,Tennessee,Pre-School,236
2014,Tennessee,Professional school degree,6
2014,Tennessee,Some college but no degree,123
2014,Texas,Associate degree in college,185
2014,Texas,Bachelor's degree,387
2014,Texas,Doctorate degree,32
2014,Texas,Elementary,102
2014,Texas,High School,265
2014,Texas,High school graduate,621
2014,Texas,Kindergarten,12
2014,Texas,Master's degree,152
2014,Texas,Middle School,207
2014,Texas,Pre-School,773
2014,Texas,Professional school degree,20
2014,Texas,Some college but no degree,466
2014,Utah,Associate degree in college,61
2014,Utah,Bachelor's degree,109
2014,Utah,Doctorate degree,4
2014,Utah,Elementary,5
2014,Utah,High School,47
2014,Utah,High school graduate,125
2014,Utah,Kindergarten,2
2014,Utah,Master's degree,35
2014,Utah,Middle School,26
2014,Utah,Pre-School,268
2014,Utah,Professional school degree,6
2014,Utah,Some college but no degree,119
2014,Vermont,Associate degree in college,57
2014,Vermont,Bachelor's degree,129
2014,Vermont,Doctorate degree,13
2014,Vermont,Elementary,2
2014,Vermont,High School,43
2014,Vermont,High school graduate,201
2014,Vermont,Kindergarten,3
2014,Vermont,Master's degree,56
2014,Vermont,Middle School,24
2014,Vermont,Pre-School,156
2014,Vermont,Professional school degree,11
2014,Vermont,Some college but no degree,109
2014,Virginia,Associate degree in college,82
2014,Virginia,Bachelor's degree,190
2014,Virginia,Doctorate degree,13
2014,Virginia,Elementary,16
2014,Virginia,High School,71
2014,Virginia,High school graduate,274
2014,Virginia,Master's degree,101
2014,Virginia,Middle School,62
2014,Virginia,Pre-School,277
2014,Virginia,Professional school degree,15
2014,Virginia,Some college but no degree,164
2014,Washington,Associate degree in college,98
2014,Washington,Bachelor's degree,175
2014,Washington,Doctorate degree,13
2014,Washington,Elementary,7
2014,Washington,High School,78
2014,Washington,High school graduate,207
2014,Washington,Kindergarten,4
2014,Washington,Master's degree,80
2014,Washington,Middle School,40
2014,Washington,Pre-School,275
2014,Washington,Professional school degree,10
2014,Washington,Some college but no degree,167
2014,West Virginia,Associate degree in college,33
2014,West Virginia,Bachelor's degree,63
2014,West Virginia,Doctorate degree,6
2014,West Virginia,Elementary,4
2014,West Virginia,High School,62
2014,West Virginia,High school graduate,174
2014,West Virginia,Master's degree,28
2014,West Virginia,Middle School,32
2014,West Virginia,Pre-School,127
2014,West Virginia,Professional school degree,2
2014,West Virginia,Some college but no degree,59
2014,Wisconsin,Associate degree in college,122
2014,Wisconsin,Bachelor's degree,159
2014,Wisconsin,Doctorate degree,13
2014,Wisconsin,Elementary,9
2014,Wisconsin,High School,73
2014,Wisconsin,High school graduate,253
2014,Wisconsin,Kindergarten,1
2014,Wisconsin,Master's degree,49
2014,Wisconsin,Middle School,39
2014,Wisconsin,Pre-School,255
2014,Wisconsin,Professional school degree,5
2014,Wisconsin,Some college but no degree,160
2014,Wyoming,Associate degree in college,64
2014,Wyoming,Bachelor's degree,91
2014,Wyoming,Doctorate degree,6
2014,Wyoming,Elementary,5
2014,Wyoming,High School,47
2014,Wyoming,High school graduate,169
2014,Wyoming,Master's degree,24
2014,Wyoming,Middle School,31
2014,Wyoming,Pre-School,177
2014,Wyoming,Professional school degree,5
2014,Wyoming,Some college but no degree,130
2015,Alabama,Associate degree in college,235
2015,Alabama,Bachelor's degree,328
2015,Alabama,Doctorate degree,21
2015,Alabama,Elementary,28
2015,Alabama,High School,311
2015,Alabama,High school graduate,791
2015,Alabama,Kindergarten,12
2015,Alabama,Master's degree,143
2015,Alabama,Middle School,177
2015,Alabama,Pre-School,716
2015,Alabama,Professional school degree,37
2015,Alabama,Some college but no degree,427
2015,Alaska,Associate degree in college,167
2015,Alaska,Bachelor's degree,302
2015,Alaska,Doctorate degree,25
2015,Alaska,Elementary,27
2015,Alaska,High School,149
2015,Alaska,High school graduate,509
2015,Alaska,Kindergarten,4
2015,Alaska,Master's degree,122
2015,Alaska,Middle School,69
2015,Alaska,Pre-School,670
2015,Alaska,Professional school degree,17
2015,Alaska,Some college but no degree,366
2015,Arizona,Associate degree in college,207
2015,Arizona,Bachelor's degree,393
2015,Arizona,Doctorate degree,35
2015,Arizona,Elementary,99
2015,Arizona,High School,281
2015,Arizona,High school graduate,582
2015,Arizona,Kindergarten,26
2015,Arizona,Master's degree,133
2015,Arizona,Middle School,201
2015,Arizona,Pre-School,718
2015,Arizona,Professional school degree,10
2015,Arizona,Some college but no degree,488
2015,Arkansas,Associate degree in college,174
2015,Arkansas,Bachelor's degree,316
2015,Arkansas,Doctorate degree,17
2015,Arkansas,Elementary,38
2015,Arkansas,High School,252
2015,Arkansas,High school graduate,791
2015,Arkansas,Kindergarten,9
2015,Arkansas,Master's degree,86
2015,Arkansas,Middle School,139
2015,Arkansas,Pre-School,701
2015,Arkansas,Professional school degree,19
2015,Arkansas,Some college but no degree,403
2015,California,Associate degree in college,1171
2015,California,Bachelor's degree,2794
2015,California,Doctorate degree,202
2015,California,Elementary,947
2015,California,High School,1614
2015,California,High school graduate,3721
2015,California,Kindergarten,130
2015,California,Master's degree,1049
2015,California,Middle School,1001
2015,California,Pre-School,4439
2015,California,Professional school degree,216
2015,California,Some college but no degree,3068
2015,Colorado,Associate degree in college,188
2015,Colorado,Bachelor's degree,526
2015,Colorado,Doctorate degree,51
2015,Colorado,Elementary,60
2015,Colorado,High School,207
2015,Colorado,High school graduate,547
2015,Colorado,Kindergarten,6
2015,Colorado,Master's degree,216
2015,Colorado,Middle School,131
2015,Colorado,Pre-School,750
2015,Colorado,Professional school degree,31
2015,Colorado,Some college but no degree,416
2015,Connecticut,Associate degree in college,189
2015,Connecticut,Bachelor's degree,500
2015,Connecticut,Doctorate degree,60
2015,Connecticut,Elementary,38
2015,Connecticut,High School,201
2015,Connecticut,High school graduate,594
2015,Connecticut,Kindergarten,4
2015,Connecticut,Master's degree,248
2015,Connecticut,Middle School,109
2015,Connecticut,Pre-School,672
2015,Connecticut,Professional school degree,57
2015,Connecticut,Some college but no degree,386
2015,Delaware,Associate degree in college,158
2015,Delaware,Bachelor's degree,388
2015,Delaware,Doctorate degree,57
2015,Delaware,Elementary,30
2015,Delaware,High School,213
2015,Delaware,High school graduate,648
2015,Delaware,Kindergarten,4
2015,Delaware,Master's degree,164
2015,Delaware,Middle School,107
2015,Delaware,Pre-School,570
2015,Delaware,Professional school degree,20
2015,Delaware,Some college but no degree,344
2015,District of Columbia,Associate degree in college,73
2015,District of Columbia,Bachelor's degree,589
2015,District of Columbia,Doctorate degree,119
2015,District of Columbia,Elementary,54
2015,District of Columbia,High School,146
2015,District of Columbia,High school graduate,404
2015,District of Columbia,Kindergarten,7
2015,District of Columbia,Master's degree,457
2015,District of Columbia,Middle School,110
2015,District of Columbia,Pre-School,450
2015,District of Columbia,Professional school degree,155
2015,District of Columbia,Some college but no degree,245
2015,Florida,Associate degree in college,692
2015,Florida,Bachelor's degree,1227
2015,Florida,Doctorate degree,83
2015,Florida,Elementary,181
2015,Florida,High School,632
2015,Florida,High school graduate,2110
2015,Florida,Kindergarten,19
2015,Florida,Master's degree,386
2015,Florida,Middle School,356
2015,Florida,Pre-School,1585
2015,Florida,Professional school degree,101
2015,Florida,Some college but no degree,1066
2015,Georgia,Associate degree in college,273
2015,Georgia,Bachelor's degree,597
2015,Georgia,Doctorate degree,37
2015,Georgia,Elementary,61
2015,Georgia,High School,373
2015,Georgia,High school graduate,1010
2015,Georgia,Kindergarten,3
2015,Georgia,Master's degree,238
2015,Georgia,Middle School,226
2015,Georgia,Pre-School,1086
2015,Georgia,Professional school degree,50
2015,Georgia,Some college but no degree,647
2015,Hawaii,Associate degree in college,308
2015,Hawaii,Bachelor's degree,525
2015,Hawaii,Doctorate degree,42
2015,Hawaii,Elementary,58
2015,Hawaii,High School,182
2015,Hawaii,High school graduate,859
2015,Hawaii,Kindergarten,5
2015,Hawaii,Master's degree,164
2015,Hawaii,Middle School,87
2015,Hawaii,Pre-School,637
2015,Hawaii,Professional school degree,38
2015,Hawaii,Some college but no degree,507
2015,Idaho,Associate degree in college,197
2015,Idaho,Bachelor's degree,330
2015,Idaho,Doctorate degree,21
2015,Idaho,Elementary,66
2015,Idaho,High School,207
2015,Idaho,High school graduate,478
2015,Idaho,Kindergarten,5
2015,Idaho,Master's degree,107
2015,Idaho,Middle School,144
2015,Idaho,Pre-School,687
2015,Idaho,Professional school degree,15
2015,Idaho,Some college but no degree,425
2015,Illinois,Associate degree in college,334
2015,Illinois,Bachelor's degree,905
2015,Illinois,Doctorate degree,63
2015,Illinois,Elementary,108
2015,Illinois,High School,402
2015,Illinois,High school graduate,1173
2015,Illinois,Kindergarten,16
2015,Illinois,Master's degree,375
2015,Illinois,Middle School,255
2015,Illinois,Pre-School,1276
2015,Illinois,Professional school degree,64
2015,Illinois,Some college but no degree,811
2015,Indiana,Associate degree in college,196
2015,Indiana,Bachelor's degree,348
2015,Indiana,Doctorate degree,24
2015,Indiana,Elementary,26
2015,Indiana,High School,250
2015,Indiana,High school graduate,801
2015,Indiana,Kindergarten,2
2015,Indiana,Master's degree,136
2015,Indiana,Middle School,148
2015,Indiana,Pre-School,758
2015,Indiana,Professional school degree,21
2015,Indiana,Some college but no degree,365
2015,Iowa,Associate degree in college,265
2015,Iowa,Bachelor's degree,387
2015,Iowa,Doctorate degree,31
2015,Iowa,Elementary,15
2015,Iowa,High School,163
2015,Iowa,High school graduate,550
2015,Iowa,Kindergarten,9
2015,Iowa,Master's degree,111
2015,Iowa,Middle School,102
2015,Iowa,Pre-School,655
2015,Iowa,Professional school degree,17
2015,Iowa,Some college but no degree,342
2015,Kansas,Associate degree in college,184
2015,Kansas,Bachelor's degree,325
2015,Kansas,Doctorate degree,34
2015,Kansas,Elementary,36
2015,Kansas,High School,188
2015,Kansas,High school graduate,454
2015,Kansas,Kindergarten,3
2015,Kansas,Master's degree,142
2015,Kansas,Middle School,132
2015,Kansas,Pre-School,641
2015,Kansas,Professional school degree,20
2015,Kansas,Some college but no degree,362
2015,Kentucky,Associate degree in college,160
2015,Kentucky,Bachelor's degree,256
2015,Kentucky,Doctorate degree,14
2015,Kentucky,Elementary,23
2015,Kentucky,High School,181
2015,Kentucky,High school graduate,551
2015,Kentucky,Kindergarten,1
2015,Kentucky,Master's degree,132
2015,Kentucky,Middle School,140
2015,Kentucky,Pre-School,590
2015,Kentucky,Professional school degree,21
2015,Kentucky,Some college but no degree,305
2015,Louisiana,Associate degree in college,219
2015,Louisiana,Bachelor's degree,391
2015,Louisiana,Doctorate degree,40
2015,Louisiana,Elementary,50
2015,Louisiana,High School,379
2015,Louisiana,High school graduate,972
2015,Louisiana,Kindergarten,9
2015,Louisiana,Master's degree,124
2015,Louisiana,Middle School,236
2015,Louisiana,Pre-School,918
2015,Louisiana,Professional school degree,27
2015,Louisiana,Some college but no degree,564
2015,Maine,Associate degree in college,168
2015,Maine,Bachelor's degree,275
2015,Maine,Doctorate degree,19
2015,Maine,Elementary,6
2015,Maine,High School,135
2015,Maine,High school graduate,532
2015,Maine,Kindergarten,5
2015,Maine,Master's degree,116
2015,Maine,Middle School,79
2015,Maine,Pre-School,420
2015,Maine,Professional school degree,24
2015,Maine,Some college but no degree,251
2015,Maryland,Associate degree in college,191
2015,Maryland,Bachelor's degree,573
2015,Maryland,Doctorate degree,79
2015,Maryland,Elementary,42
2015,Maryland,High School,202
2015,Maryland,High school graduate,644
2015,Maryland,Kindergarten,4
2015,Maryland,Master's degree,311
2015,Maryland,Middle School,108
2015,Maryland,Pre-School,742
2015,Maryland,Professional school degree,62
2015,Maryland,Some college but no degree,471
2015,Massachusetts,Associate degree in college,196
2015,Massachusetts,Bachelor's degree,584
2015,Massachusetts,Doctorate degree,74
2015,Massachusetts,Elementary,52
2015,Massachusetts,High School,176
2015,Massachusetts,High school graduate,641
2015,Massachusetts,Kindergarten,14
2015,Massachusetts,Master's degree,331
2015,Massachusetts,Middle School,127
2015,Massachusetts,Pre-School,664
2015,Massachusetts,Professional school degree,52
2015,Massachusetts,Some college but no degree,342
2015,Michigan,Associate degree in college,300
2015,Michigan,Bachelor's degree,497
2015,Michigan,Doctorate degree,33
2015,Michigan,Elementary,31
2015,Michigan,High School,301
2015,Michigan,High school graduate,961
2015,Michigan,Kindergarten,6
2015,Michigan,Master's degree,215
2015,Michigan,Middle School,148
2015,Michigan,Pre-School,890
2015,Michigan,Professional school degree,26
2015,Michigan,Some college but no degree,655
2015,Minnesota,Associate degree in college,325
2015,Minnesota,Bachelor's degree,536
2015,Minnesota,Doctorate degree,34
2015,Minnesota,Elementary,44
2015,Minnesota,High School,208
2015,Minnesota,High school graduate,544
2015,Minnesota,Kindergarten,13
2015,Minnesota,Master's degree,197
2015,Minnesota,Middle School,124
2015,Minnesota,Pre-School,768
2015,Minnesota,Professional school degree,24
2015,Minnesota,Some college but no degree,395
2015,Mississippi,Associate degree in college,267
2015,Mississippi,Bachelor's degree,268
2015,Mississippi,Doctorate degree,24
2015,Mississippi,Elementary,56
2015,Mississippi,High School,318
2015,Mississippi,High school graduate,805
2015,Mississippi,Kindergarten,6
2015,Mississippi,Master's degree,126
2015,Mississippi,Middle School,191
2015,Mississippi,Pre-School,712
2015,Mississippi,Professional school degree,20
2015,Mississippi,Some college but no degree,457
2015,Missouri,Associate degree in college,185
2015,Missouri,Bachelor's degree,380
2015,Missouri,Doctorate degree,23
2015,Missouri,Elementary,15
2015,Missouri,High School,181
2015,Missouri,High school graduate,597
2015,Missouri,Kindergarten,5
2015,Missouri,Master's degree,164
2015,Missouri,Middle School,124
2015,Missouri,Pre-School,604
2015,Missouri,Professional school degree,29
2015,Missouri,Some college but no degree,409
2015,Montana,Associate degree in college,220
2015,Montana,Bachelor's degree,422
2015,Montana,Doctorate degree,33
2015,Montana,Elementary,3
2015,Montana,High School,177
2015,Montana,High school graduate,591
2015,Montana,Kindergarten,1
2015,Montana,Master's degree,139
2015,Montana,Middle School,142
2015,Montana,Pre-School,594
2015,Montana,Professional school degree,24
2015,Montana,Some college but no degree,428
2015,Nebraska,Associate degree in college,229
2015,Nebraska,Bachelor's degree,343
2015,Nebraska,Doctorate degree,32
2015,Nebraska,Elementary,36
2015,Nebraska,High School,174
2015,Nebraska,High school graduate,467
2015,Nebraska,Kindergarten,13
2015,Nebraska,Master's degree,123
2015,Nebraska,Middle School,88
2015,Nebraska,Pre-School,703
2015,Nebraska,Professional school degree,14
2015,Nebraska,Some college but no degree,364
2015,Nevada,Associate degree in college,195
2015,Nevada,Bachelor's degree,322
2015,Nevada,Doctorate degree,27
2015,Nevada,Elementary,66
2015,Nevada,High School,202
2015,Nevada,High school graduate,655
2015,Nevada,Kindergarten,4
2015,Nevada,Master's degree,103
2015,Nevada,Middle School,127
2015,Nevada,Pre-School,680
2015,Nevada,Professional school degree,22
2015,Nevada,Some college but no degree,470
2015,New Hampshire,Associate degree in college,236
2015,New Hampshire,Bachelor's degree,493
2015,New Hampshire,Doctorate degree,40
2015,New Hampshire,Elementary,4
2015,New Hampshire,High School,165
2015,New Hampshire,High school graduate,605
2015,New Hampshire,Kindergarten,1
2015,New Hampshire,Master's degree,214
2015,New Hampshire,Middle School,117
2015,New Hampshire,Pre-School,574
2015,New Hampshire,Professional school degree,22
2015,New Hampshire,Some college but no degree,393
2015,New Jersey,Associate degree in college,213
2015,New Jersey,Bachelor's degree,731
2015,New Jersey,Doctorate degree,55
2015,New Jersey,Elementary,66
2015,New Jersey,High School,289
2015,New Jersey,High school graduate,840
2015,New Jersey,Kindergarten,4
2015,New Jersey,Master's degree,297
2015,New Jersey,Middle School,147
2015,New Jersey,Pre-School,839
2015,New Jersey,Professional school degree,47
2015,New Jersey,Some college but no degree,495
2015,New Mexico,Associate degree in college,231
2015,New Mexico,Bachelor's degree,344
2015,New Mexico,Doctorate degree,41
2015,New Mexico,Elementary,94
2015,New Mexico,High School,280
2015,New Mexico,High school graduate,684
2015,New Mexico,Kindergarten,7
2015,New Mexico,Master's degree,172
2015,New Mexico,Middle School,157
2015,New Mexico,Pre-School,866
2015,New Mexico,Professional school degree,32
2015,New Mexico,Some college but no degree,547
2015,New York,Associate degree in college,560
2015,New York,Bachelor's degree,1269
2015,New York,Doctorate degree,75
2015,New York,Elementary,170
2015,New York,High School,645
2015,New York,High school graduate,1666
2015,New York,Kindergarten,35
2015,New York,Master's degree,629
2015,New York,Middle School,328
2015,New York,Pre-School,1648
2015,New York,Professional school degree,143
2015,New York,Some college but no degree,920
2015,North Carolina,Associate degree in college,312
2015,North Carolina,Bachelor's degree,586
2015,North Carolina,Doctorate degree,37
2015,North Carolina,Elementary,74
2015,North Carolina,High School,324
2015,North Carolina,High school graduate,905
2015,North Carolina,Kindergarten,15
2015,North Carolina,Master's degree,251
2015,North Carolina,Middle School,235
2015,North Carolina,Pre-School,1008
2015,North Carolina,Professional school degree,30
2015,North Carolina,Some college but no degree,567
2015,North Dakota,Associate degree in college,283
2015,North Dakota,Bachelor's degree,364
2015,North Dakota,Doctorate degree,18
2015,North Dakota,Elementary,15
2015,North Dakota,High School,146
2015,North Dakota,High school graduate,480
2015,North Dakota,Kindergarten,4
2015,North Dakota,Master's degree,100
2015,North Dakota,Middle School,107
2015,North Dakota,Pre-School,638
2015,North Dakota,Professional school degree,22
2015,North Dakota,Some college but no degree,342
2015,Ohio,Associate degree in college,328
2015,Ohio,Bachelor's degree,536
2015,Ohio,Doctorate degree,57
2015,Ohio,Elementary,26
2015,Ohio,High School,380
2015,Ohio,High school graduate,1283
2015,Ohio,Kindergarten,6
2015,Ohio,Master's degree,234
2015,Ohio,Middle School,210
2015,Ohio,Pre-School,1214
2015,Ohio,Professional school degree,35
2015,Ohio,Some college but no degree,640
2015,Oklahoma,Associate degree in college,193
2015,Oklahoma,Bachelor's degree,319
2015,Oklahoma,Doctorate degree,22
2015,Oklahoma,Elementary,49
2015,Oklahoma,High School,270
2015,Oklahoma,High school graduate,694
2015,Oklahoma,Kindergarten,6
2015,Oklahoma,Master's degree,118
2015,Oklahoma,Middle School,135
2015,Oklahoma,Pre-School,765
2015,Oklahoma,Professional school degree,10
2015,Oklahoma,Some college but no degree,402
2015,Oregon,Associate degree in college,210
2015,Oregon,Bachelor's degree,388
2015,Oregon,Doctorate degree,40
2015,Oregon,Elementary,34
2015,Oregon,High School,199
2015,Oregon,High school graduate,572
2015,Oregon,Kindergarten,11
2015,Oregon,Master's degree,156
2015,Oregon,Middle School,131
2015,Oregon,Pre-School,605
2015,Oregon,Professional school degree,27
2015,Oregon,Some college but no degree,451
2015,Pennsylvania,Associate degree in college,385
2015,Pennsylvania,Bachelor's degree,756
2015,Pennsylvania,Doctorate degree,74
2015,Pennsylvania,Elementary,43
2015,Pennsylvania,High School,363
2015,Pennsylvania,High school graduate,1446
2015,Pennsylvania,Kindergarten,5
2015,Pennsylvania,Master's degree,311
2015,Pennsylvania,Middle School,278
2015,Pennsylvania,Pre-School,1173
2015,Pennsylvania,Professional school degree,50
2015,Pennsylvania,Some college but no degree,602
2015,Rhode Island,Associate degree in college,166
2015,Rhode Island,Bachelor's degree,340
2015,Rhode Island,Doctorate degree,28
2015,Rhode Island,Elementary,46
2015,Rhode Island,High School,155
2015,Rhode Island,High school graduate,449
2015,Rhode Island,Kindergarten,12
2015,Rhode Island,Master's degree,143
2015,Rhode Island,Middle School,126
2015,Rhode Island,Pre-School,384
2015,Rhode Island,Professional school degree,24
2015,Rhode Island,Some college but no degree,266
2015,South Carolina,Associate degree in college,219
2015,South Carolina,Bachelor's degree,315
2015,South Carolina,Doctorate degree,21
2015,South Carolina,Elementary,39
2015,South Carolina,High School,268
2015,South Carolina,High school graduate,708
2015,South Carolina,Kindergarten,3
2015,South Carolina,Master's degree,128
2015,South Carolina,Middle School,121
2015,South Carolina,Pre-School,637
2015,South Carolina,Professional school degree,19
2015,South Carolina,Some college but no degree,390
2015,South Dakota,Associate degree in college,224
2015,South Dakota,Bachelor's degree,288
2015,South Dakota,Doctorate degree,30
